시군명,인허가일자,사업장명,인허가취소일자,통합영업상태명,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지시설전화번호,소재지면적,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,업태구분명정보,X좌표값,Y좌표값,위생업태명,건물지상층수,건물지하층수,사용시작지상층수,사용끝지상층수,사용시작지하층수,사용끝지하층수,한실수,양실수,욕실수,발한실여부,의자수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부
안산시,19951114,종합세탁커텐,,폐업,폐업,20030702,,,,409-6289,.00,경기도 안산시 상록구 석삼말로 210-1 1층 (이동),경기도 안산시 상록구 이동 612-2번지 1층 ,15510,37.3103165,126.8602647,일반세탁업,187547.457530366    ,423163.846714555    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,20031031,주공세탁소,,영업/정상,영업,,,,,031 4871246,27.38,"경기도 안산시 단원구 광덕2로 74, .그린빌상가202호 (초지동, 730)",경기도 안산시 단원구 초지동 730번지 .그린빌상가202호 ,15446,37.3142858,126.8181005,일반세탁업,183848.338301226    ,423067.116529488    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,19980327,주공세탁소,,폐업,폐업,20161209,,,,031 4190432,.00,"경기도 안산시 상록구 본삼로 8, 지층 1호 (본오동)",경기도 안산시 상록구 본오동 879번지 주공3차상가지층 1호,15539,37.3002892,126.8611522,일반세탁업,187623.905882974    ,422052.094564022    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20030604,주공세탁소,,폐업,폐업,20040105,,,,031 4398525,.00,,경기도 안산시 단원구 초지동 738번지 그린빌상가동 202호 ,15451,37.3051723,126.8098323,일반세탁업,183073.53991829     ,422601.035448164    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,19961106,주공세탁소,,폐업,폐업,19990504,,,,411-6204,.00,,경기도 안산시 상록구 월피동 444-1번지 주공1단지아파트상가 205호 ,15287,37.3290069,126.8484950,일반세탁업,186507.129759524    ,425242.327062865    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20040109,주공세탁소,,폐업,폐업,20201211,,,,031 4398525,35.49,"경기도 안산시 단원구 초지2로 14, 그린빌상가202호 (초지동, 738)",경기도 안산시 단원구 초지동 738 그린빌상가202호 ,15451,37.3046447144,126.8093916176,일반세탁업,183073.53991829     ,422601.035448164    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,19950624,주공세탁소,,폐업,폐업,19961014,,,,411-6204,.00,,경기도 안산시 상록구 월피동 444-1번지 ,15287,37.3290069,126.8484950,일반세탁업,186507.129759524    ,425242.327062865    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,19990511,주공세탁소,,폐업,폐업,20120213,,,,031 4116204,.00,"경기도 안산시 상록구 예술광장1로 55, 2층 202호 (월피동)",경기도 안산시 상록구 월피동 444-1번지 주공1단지@상가2층 202호,15287,37.3290069,126.8484950,일반세탁업,186507.129759524    ,425242.327062865    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,19920318,주민세탁소,,폐업,폐업,20111227,,,,031 4096967,.00,경기도 안산시 상록구 본오로4길 8 (본오동),경기도 안산시 상록구 본오동 667-16번지 ,15567,37.2882293,126.8652458,일반세탁업,187984.267886898    ,420713.097016166    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,19910612,주신사세탁소,,폐업,폐업,20061009,,,,031 4919142,.00,경기도 안산시 단원구 삼일로 185-1 (원곡동),경기도 안산시 단원구 원곡동 995-4번지 ,15243,37.3355894,126.7983576,일반세탁업,182064.772184171    ,425978.231428892    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,20110124,중국세탁소,,폐업,폐업,20180801,,,,031 492 5555,24.00,"경기도 안산시 단원구 관산2길 31-1 (원곡동, 1층일부)",경기도 안산시 단원구 원곡동 772-2번지 1층일부 ,15374,37.3313347,126.7972408,일반세탁업,181965.9130244      ,425509.048635417    ,일반세탁업,0,0,,,,,0,0,0,N,0,,,,,1,,,1,0,N
안산시,19890626,중앙백조사,,영업/정상,영업,,,,,031 4803922,.00,"경기도 안산시 단원구 당곡2로 23, 바동 2층 217호 (고잔동, 671-2)",경기도 안산시 단원구 고잔동 671-2번지 바동 2층 217호 ,15338,37.3248389,126.8378303,일반세탁업,185560.734813247    ,424779.812346708    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,20180713,중앙세탁,,영업/정상,영업,,,,,,.00,"경기도 안산시 상록구 감골2로 44, 선경아파트 선경중심상가 1층 101호 (사동)",경기도 안산시 상록구 사동 1345번지 선경아파트 선경중심상가 1층 101호 ,15621,37.2918691,126.8502174,일반세탁업,186652.8874783      ,421118.111416903    ,일반세탁업,0,0,,,,,0,0,0,N,0,,,,,1,0,0,1,0,N
안산시,20031216,중앙세탁소,,폐업,폐업,20190808,,,,031 4098903,22.57,"경기도 안산시 상록구 이화4길 10, 1층 (사동)",경기도 안산시 상록구 사동 1260번지 (1층) ,15583,37.3002286117,126.8557384874,일반세탁업,187145.163220565    ,422046.030560579    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,0,0,N
안산시,19941118,중앙세탁소,,폐업,폐업,20060928,,,,031 4852073,"1,008.00",,경기도 안산시 단원구 선부동 963번지 효자상가 1층 104호 ,15365,37.3335604,126.8026284,일반세탁업,182444.081086157    ,425753.699514594    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,20031007,중앙세탁소,,폐업,폐업,20201028,,,,031 4053266,66.69,"경기도 안산시 단원구 고잔1길 69, 1층 108호 (고잔동, 골든게이트빌)",경기도 안산시 단원구 고잔동 539-12 골든게이트빌 108호,15361,37.3182398188,126.8414209978,일반세탁업,185873.03195291     ,424037.921512836    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,19980115,중앙세탁소,,폐업,폐업,20071123,,,,031 4922277,.00,경기도 안산시 단원구 다문화1길 3 1층 (원곡동),경기도 안산시 단원구 원곡동 787-8번지 1층 ,15394,37.3286176,126.7893275,일반세탁업,181263.591339844    ,425207.526453247    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,19871210,중앙세탁소,,폐업,폐업,20110511,,,,031 4805233,.00,"경기도 안산시 단원구 당곡3로 20 118호 (고잔동,바상가)",경기도 안산시 단원구 고잔동 671-1번지 바상가 118호 ,15338,37.3259767,126.8397120,일반세탁업,185727.478629587    ,424905.865284725    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,19970409,중앙셀프크리닝,,폐업,폐업,20180615,,,,031 4183752,29.55,"경기도 안산시 상록구 감골2로 58, 1층 101호 (사동)",경기도 안산시 상록구 사동 1345번지 선경중심상가1층 101호,15621,37.2918691,126.8502174,일반세탁업,186652.8874783      ,421118.111416903    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,19951007,중앙컴퓨터크리닝,,폐업,폐업,19970709,,,,408-3634,.00,경기도 안산시 상록구 도매시장로 105-1 (일동),경기도 안산시 상록구 일동 577-1번지 ,15322,37.3149253,126.8640690,일반세탁업,187885.454525781    ,423674.758371149    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,19920421,지혜세탁소,,영업/정상,영업,,,,,031 4062640,36.80,"경기도 안산시 상록구 매화로2길 43-22, 1층 (일동)",경기도 안산시 상록구 일동 665번지 1층 ,15517,37.3045372,126.8646859,일반세탁업,187937.210996469    ,422524.424803685    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20060809,진도모피세탁,,폐업,폐업,20101116,,,,031 4922077,34.20,경기도 안산시 단원구 신길중앙로2길 16-11 1층 (신길동),경기도 안산시 단원구 신길동 1417-18번지 1층 ,15398,37.3356451,126.7654756,일반세탁업,179151.243354403    ,425993.832398208    ,일반세탁업,,,,,,,,,,N,,,,,,2,,,,,N
안산시,19990618,진도세탁소,,영업/정상,영업,,,,,031 4097136,66.42,"경기도 안산시 상록구 장화3길 46, 1층 (사동)",경기도 안산시 상록구 사동 1399-1번지 1층 ,15630,37.2841242,126.8533003,일반세탁업,186924.732627131    ,420258.745956313    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20030820,진성크린산업,,영업/정상,영업,,,,,031 4828019,107.93,"경기도 안산시 상록구 팔곡두레길 18, 1층 (팔곡이동)",경기도 안산시 상록구 팔곡이동 470번지 1층 ,15531,37.2935369,126.8821867,일반세탁업,189488.117942614    ,421300.775295565    ,일반세탁업,,,1,1,,,,,,N,,,,,,,,,,,N
안산시,19940708,진세탁소,,영업/정상,영업,,,,,031 4068144,30.40,경기도 안산시 상록구 본원로 114 (본오동),경기도 안산시 상록구 본오동 841번지 ,15560,37.2914258,126.8712396,일반세탁업,188517.029210317    ,421068.042568943    ,일반세탁업,0,0,0,,0,,,,,,,,,,,2,,,,,N
안산시,19951124,진솔세탁소,,폐업,폐업,19981022,,,,417-8334,.00,경기도 안산시 상록구 후곡로 63-1 1층 (사동),경기도 안산시 상록구 사동 1309-9번지 1층 ,15589,37.2951486,126.8500416,일반세탁업,186637.1            ,421482.65           ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,19930809,진영가죽전문세탁소,,폐업,폐업,20060117,,,,408-7172,.00,경기도 안산시 상록구 네고지2길 50 (사동),경기도 안산시 상록구 사동 1317-8번지 ,15591,37.2942872,126.8528516,일반세탁업,186887.73           ,421388.035          ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20000501,진주사,,폐업,폐업,20191104,,,,,28.56,"경기도 안산시 단원구 신천로 45 (선부동, 979-11)",경기도 안산시 단원구 선부동 979-11번지 ,15227,37.3388894172,126.7944667865,일반세탁업,181721.575495681    ,426346.395762636    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,19910720,진주세탁소,,폐업,폐업,20060303,,,,,.00,경기도 안산시 단원구 신천로 45 1층 (선부동),경기도 안산시 단원구 선부동 979-11번지 1층 ,15227,37.3388894,126.7944667,일반세탁업,181721.575495681    ,426346.395762636    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,19930204,참숯비전크리닝,,영업/정상,영업,,,,,031 4075593,.00,"경기도 안산시 상록구 후곡4길 25, 1층 (사동)",경기도 안산시 상록구 사동 1285-3번지 1층 ,15589,37.2970655,126.8483009,일반세탁업,186483.534047182    ,421697.112227275    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,20101011,참조은세탁소,,영업/정상,영업,,,,,031 482 1515,25.92,"경기도 안산시 단원구 석수로 90 (선부동, 1층 일부)",경기도 안산시 단원구 선부동 1057-9번지 1층 일부 ,15211,37.3444164,126.8072491,일반세탁업,182854.594015515    ,426957.991879784    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,2,,,1,0,N
안산시,19960415,창조컴퓨터빨래방,,폐업,폐업,19970401,,,,409-5110,.00,경기도 안산시 상록구 도매시장로 96 (일동),경기도 안산시 상록구 일동 581번지 ,15323,37.3138976,126.8635971,일반세탁업,187843.121209945    ,423561.748457765    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,19921120,창포빨래방,,폐업,폐업,19930322,,,,405-3151,.00,경기도 안산시 단원구 화정천동로1안길 42 (와동),경기도 안산시 단원구 와동 810-22번지 ,15251,37.3420031,126.8193868,일반세탁업,183929.684430377    ,426689.392617046    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20120215,처음처럼,,폐업,폐업,20130306,,,,031 416 5250,.00,"경기도 안산시 상록구 실록1길 12, 1층 (일동)",경기도 안산시 상록구 일동 659-7번지 1층 ,15515,37.3053664,126.8648762,일반세탁업,187955.167633182    ,422614.822295965    ,일반세탁업,0,0,,,,,0,0,0,N,0,,,,,2,,,1,0,N
안산시,20030620,천사세탁소,,영업/정상,영업,,,,,031 4174728,25.92,경기도 안산시 상록구 서암로4길 13 (사동),경기도 안산시 상록구 사동 1201-11번지 ,15581,37.3027550,126.8514023,일반세탁업,186761.159218265    ,422328.91635687     ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,20040628,초원세탁,,폐업,폐업,20120629,,,,031 4375597,48.54,"경기도 안산시 상록구 건건1길 19, 2층 203호 (건건동)",경기도 안산시 상록구 건건동 897-68번지 초원프라자2층 203호,15521,37.3022595,126.9022045,일반세탁업,191264.719103107    ,422265.568471539    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,19950127,초원컴퓨터세탁,,폐업,폐업,20161209,,,,031 4185592,494.80,"경기도 안산시 상록구 막고지로 8-1, 1층 (본오동)",경기도 안산시 상록구 본오동 970-5번지 1층 ,15574,37.2837053,126.8569885,일반세탁업,187251.892426429    ,420210.633999298    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20031002,초지세탁소,,폐업,폐업,20080506,,,,031 4050206,27.69,"경기도 안산시 단원구 광덕2로 15 상가 205호 (초지동,그린빌주공13단지)",경기도 안산시 단원구 초지동 724번지 .그린빌13단지상가205호 ,15443,37.3116200,126.8131887,일반세탁업,183373.208527766    ,423317.882234752    ,일반세탁업,,,2,2,,,,,,N,,,,,,,,,,,N
안산시,20090810,최선세탁소,,영업/정상,영업,,,,,031 405 0478,24.00,"경기도 안산시 단원구 화정로 9, 13단지 상가동 2층 206호 (선부동, 1079)",경기도 안산시 단원구 선부동 1079번지 13단지 상가동 2층 206호 ,15369,37.3328956,126.8147488,일반세탁업,183516.687049033    ,425677.112845961    ,일반세탁업,0,0,,,,,0,0,0,N,0,,,,,2,,,0,0,N
안산시,19920722,최선세탁소,,폐업,폐업,20090729,,,,031 4050478,30.12,경기도 안산시 단원구 화정로 9 2층 206호 (선부동),경기도 안산시 단원구 선부동 1079번지 2층 206호 ,15369,37.3328956,126.8147488,일반세탁업,183516.687049033    ,425677.112845961    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,20030902,친구세탁소,,폐업,폐업,20080416,,,,4191805,25.20,경기도 안산시 상록구 석호공원로 54 1층 (사동),경기도 안산시 상록구 사동 1194-1번지 1층 ,15582,37.3013107,126.8493299,일반세탁업,186574.212574232    ,422166.610494448    ,일반세탁업,,,1,1,,,,,,N,,,,,,,,,,,N
안산시,20041228,카리스사,,폐업,폐업,20120914,,,,031 4197945,25.56,경기도 안산시 상록구 본이로 79 (본오동),경기도 안산시 상록구 본오동 768-5번지 ,15544,37.2948453,126.8754629,일반세탁업,188891.887865006    ,421446.190257666    ,일반세탁업,,,1,1,,,,,,N,,,,,,,,,,,N
안산시,20030925,카리스세탁,,폐업,폐업,20041222,,,,031 4197945,25.56,경기도 안산시 상록구 본이로 79 1층 104호 (본오동),경기도 안산시 상록구 본오동 768-5번지 1층 104호 ,15544,37.2948453,126.8754629,일반세탁업,188891.887865006    ,421446.190257666    ,일반세탁업,,,1,,,,,,,N,,,,,,,,,,,N
안산시,19951007,캠브리지그린세탁소,,폐업,폐업,19961202,,,,85-4045,.00,경기도 안산시 단원구 선부로 175 1층 (선부동),경기도 안산시 단원구 선부동 1143-8번지 1층 ,15218,37.3418873,126.8144894,일반세탁업,183496.64099258     ,426675.704355525    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20021226,캠브리지세탁소,,영업/정상,영업,,,,,031 4118997,25.20,"경기도 안산시 단원구 광덕2로 241, 그린빌8단지 상가 108호 (고잔동, 766)",경기도 안산시 단원구 고잔동 766번지 그린빌8단지 상가 108호 ,15468,37.3105933,126.8374892,일반세탁업,185527.419315721    ,423198.577362803    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,20070116,코끼리세탁소,,폐업,폐업,20100312,,,,031 4189570,26.65,경기도 안산시 상록구 본오로4길 5 (본오동),경기도 안산시 상록구 본오동 668-4번지 ,15567,37.2879864,126.8655507,일반세탁업,188011.896990871    ,420686.668763179    ,일반세탁업,1,,,,,,,,,N,,,,,,3,,,,,N
안산시,19950215,코끼리세탁소,,폐업,폐업,19980122,,,,493-1991,448.70,경기도 안산시 단원구 원일1길 49 1층 (원곡동),경기도 안산시 단원구 원곡동 812-7번지 1층 ,15391,37.3279170,126.7956028,일반세탁업,181819.69818637     ,425130.003221154    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20120427,코인워시24 상록수점,,폐업,폐업,20191011,,,,,31.00,"경기도 안산시 상록구 석삼말로2길 2, 1층 (이동)",경기도 안산시 상록구 이동 527-2번지 1층 ,15508,37.3107025838,126.8590683500,빨래방업,187441.714218433    ,423208.995071067    ,빨래방업,0,0,,,,,0,0,0,N,0,,,,,3,,,0,0,N
안산시,20040918,크로바세탁소,,폐업,폐업,20050613,,,,031 4086247,27.69,경기도 안산시 상록구 본오로 42 1층 (본오동),경기도 안산시 상록구 본오동 720-7번지 1층 ,15568,37.2885641,126.8664067,일반세탁업,188087.81           ,420751.285          ,일반세탁업,,,1,1,,,,,,N,,,,,,,,,,,N
안산시,19960904,크리닝닥터,,폐업,폐업,19981022,,,,418-3686,.00,경기도 안산시 상록구 영화5길 17 1층 (사동),경기도 안산시 상록구 사동 1472-12번지 1층 ,15632,37.2796796,126.8512682,일반세탁업,186742.692553521    ,419765.475610427    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20050328,크린21,,폐업,폐업,20160302,,,,031 4386300,118.36,"경기도 안산시 상록구 천문2길 72, 1층 (사동)",경기도 안산시 상록구 사동 1525-10번지 1층 ,15497,37.3054512,126.8461857,일반세탁업,186296.654297163    ,422627.26096383     ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,20180123,크린독,,영업/정상,영업,,,,,,113.88,"경기도 안산시 단원구 광덕대로 142, 크리스탈빌딩 408호 (고잔동)",경기도 안산시 단원구 고잔동 772-1번지 크리스탈빌딩 408호,15477,37.3089526,126.8306006,일반세탁업,184915.885          ,423016.894999999    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,1,,,1,0,N
안산시,19980307,크린사,,폐업,폐업,20191227,,,,031 4064271,28.03,"경기도 안산시 상록구 샘골로7길 20, 1층 (본오동)",경기도 안산시 상록구 본오동 863번지 1층 ,15551,37.2929862207,126.8647409465,일반세탁업,187940.782534903    ,421240.094255978    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20030712,크린세탁,,폐업,폐업,20081204,,,,031 5014937,19.42,경기도 안산시 상록구 구룡로3길 3 1층 (일동),경기도 안산시 상록구 일동 126-11번지 1층 ,15324,37.3118125,126.8681583,일반세탁업,188246.595522224    ,423330.09138417     ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,20030604,크린세탁소,,영업/정상,영업,,,,,0314025918,37.80,"경기도 안산시 단원구 지곡로2길 27-12, 1층 (선부동, 968-13)",경기도 안산시 단원구 선부동 968-13번지 1층 ,15229,37.3363386262,126.8044152151,일반세탁업,182600.407377224    ,426061.994460413    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,0,0,N
안산시,20150515,크린업24(안산상록점),,폐업,폐업,20180702,,,,,.00,"경기도 안산시 상록구 초당로 24, 1층 (사동, 1층 일부)",경기도 안산시 상록구 사동 1410번지 1층 일부 ,15629,37.2846786,126.8500177,빨래방업,186634.775710914    ,420320.579901319    ,빨래방업,1,,,,,,,,,N,,,,,,3,,,3,,N
안산시,20100331,크린에이드안산지사,,영업/정상,영업,,,,,,126.00,"경기도 안산시 단원구 이삭1길 6-4, 1층 (고잔동, 743-1)",경기도 안산시 단원구 고잔동 743-1번지 1층 ,15466,37.3125040,126.8379137,일반세탁업,185566.01738372     ,423412.54923025     ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,2,,,2,0,N
안산시,20071120,크린월드,,영업/정상,영업,,,,,031 494 9621,64.50,"경기도 안산시 단원구 북촌4길 11 (선부동, 1층 일부)",경기도 안산시 단원구 선부동 1037-1번지 1층 일부 ,15222,37.3428109,126.8062150,일반세탁업,182762.211378434    ,426779.366142107    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,2,,,0,0,N
안산시,19950106,크린챔프빨래방,,폐업,폐업,20020719,,,,494-7795,635.50,경기도 안산시 단원구 원곡로 11 1층 (원곡동),경기도 안산시 단원구 원곡동 798-1번지 1층 ,15393,37.3284498,126.7912235,일반세탁업,181430.612042051    ,425188.087311528    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,19930721,크린챔프안산1호점,,폐업,폐업,19941119,,,,494-7795,.00,경기도 안산시 단원구 원곡로 11 (원곡동),경기도 안산시 단원구 원곡동 798-1번지 ,15393,37.3284498,126.7912235,일반세탁업,181430.612042051    ,425188.087311528    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,19930721,크린크린빨래방,,폐업,폐업,19970401,,,,87-8200,.00,경기도 안산시 상록구 건건로 68 (건건동),경기도 안산시 상록구 건건동 624-3번지 ,15521,37.3070090,126.9036194,일반세탁업,191390.476763411    ,422793.714577254    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,19980225,크린크린세탁빨래,,폐업,폐업,20060131,,,,,.00,경기도 안산시 상록구 구룡로1길 7 1층 (일동),경기도 안산시 상록구 일동 92-8번지 1층 ,15326,37.3106218,126.8669873,일반세탁업,188143.555          ,423196.520000001    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,19990614,크린크린크리닝,,폐업,폐업,20030610,,,,501-4937,.00,경기도 안산시 상록구 구룡로3길 3 (일동),경기도 안산시 상록구 일동 126-11번지 ,15324,37.3118125,126.8681583,일반세탁업,188246.595522224    ,423330.09138417     ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20170619,크린토피아 코인워시 고잔푸르지오3차점,,폐업,폐업,20180831,,,,,39.78,"경기도 안산시 단원구 광덕동로 110 (고잔동, 안산고잔3차 푸르지오 상가동 107,108호)","경기도 안산시 단원구 고잔동 728번지 안산고잔3차 푸르지오 상가동 107,108호 ",15463,37.3135355,126.8346061,일반세탁업,185273.017842446    ,423524.633686107    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,3,,,2,0,N
안산시,20140509,크린토피아(안산고잔럭키점),,폐업,폐업,20191029,,,,031 414 9119,50.40,"경기도 안산시 단원구 광덕1로 195, 101호 (고잔동, 광장타워)",경기도 안산시 단원구 고잔동 775-2번지 광장타워 101호,15477,37.3080890551,126.8315727229,빨래방업,185003.009118786    ,422921.624541461    ,빨래방업,,,,,,,,,,N,,,,,,,,,,,N
안산시,20160219,크린토피아(한양대입구점),,폐업,폐업,20191030,,,,,81.98,"경기도 안산시 상록구 성안길 69 (사동, 1층일부)",경기도 안산시 상록구 사동 1563-10번지 1층일부 ,15577,37.3017899650,126.8372378118,일반세탁업,185505.255200728    ,422220.553360255    ,일반세탁업,0,0,,,,,0,0,0,N,0,,,,,3,0,0,2,0,N
안산시,20041109,크린토피아본오지사,,영업/정상,영업,,,,,031 4179933,287.28,"경기도 안산시 상록구 이호로5길 10, 1층 (본오동)",경기도 안산시 상록구 본오동 948-15번지 1층 ,15566,37.2879028,126.8633744,일반세탁업,187820.3536107      ,420677.518687098    ,일반세탁업,,,1,1,,,,,,N,,,,,,,,,,,N
안산시,20070308,크린토피아안산지사,,영업/정상,영업,,,,,031 4146787,281.35,"경기도 안산시 상록구 버대길 19, 1층 (양상동)",경기도 안산시 상록구 양상동 227-7번지 1층 ,15208,37.3443376,126.8518831,일반세탁업,186808.483773332    ,426942.078374144    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,20150805,크린토피아코인워시(안산본오점),,폐업,폐업,20181030,,,,031 409 5343,41.71,"경기도 안산시 상록구 샘골로 126, 1층 105호 (본오동)",경기도 안산시 상록구 본오동 871-9번지 105호 ,15541,37.2948946,126.8632374,세탁업 기타,187808.23           ,421454.595          ,세탁업 기타,5,1,1,,,,0,0,0,N,0,,,,,3,0,0,3,0,N
안산시,20170808,크린토피아코인워시송호마을점,,폐업,폐업,20181212,,,,031 406 9399,42.00,"경기도 안산시 상록구 석호로 40 (이동, 1층일부)",경기도 안산시 상록구 이동 682-5번지 1층일부 ,15496,37.3077864,126.8473202,빨래방업,186400.289521664    ,422887.271932732    ,빨래방업,4,0,1,1,0,0,0,0,0,N,0,,,,,3,0,0,4,0,N
안산시,20201218,크린화이트,,폐업,폐업,20201222,,,,,.00,"경기도 안산시 상록구 후곡로 34, 1층 일부 (사동)",경기도 안산시 상록구 사동 1286-6 1층 일부 ,15589,37.2967929659,126.8473848152,세탁업 기타,186397.624961132    ,421658.390804923    ,세탁업 기타,,,,,,,,,,N,,,,,,,,,,,N
안산시,20030702,크린화이트,,영업/정상,영업,,,,,031 4068989,123.82,경기도 안산시 상록구 평안로 17-1 (사동),경기도 안산시 상록구 사동 1415-15 ,15629,37.2824000424,126.8494155476,일반세탁업,186575.860166353    ,420058.897689571    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
안산시,20051027,클린업크리닝,,영업/정상,영업,,,,,031 4082092,31.69,"경기도 안산시 상록구 중보로 16, 1층 102,103호 (사동)","경기도 안산시 상록구 사동 1532번지 푸른마을2단지상가1층 102,103호",15500,37.3050942,126.8487695,일반세탁업,186526.300726885    ,422585.826371704    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,0,0,N
안산시,20171026,클린팩토리(Clean Factory),,영업/정상,영업,,,,,,.00,"경기도 안산시 상록구 양지마을길 14 (사사동, 1층 일부)",경기도 안산시 상록구 사사동 436-16번지 1층 일부 ,15524,37.2965953,126.9178437,일반세탁업,192650.788567853    ,421636.046522198    ,일반세탁업,0,0,,,,,0,0,0,N,0,,,,,2,0,0,2,0,N
안산시,19981016,킹세탁소,,폐업,폐업,20161116,,,,031 4065739,.00,경기도 안산시 상록구 호동로 21 (일동),경기도 안산시 상록구 일동 549-1번지 ,15320,37.3182819,126.8605205,일반세탁업,187571.313492325    ,424048.083827344    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20100812,탑구두운동화크리닝,,폐업,폐업,20120102,,,,031 484 9284,32.40,경기도 안산시 단원구 화정천동로 424 1층 (와동),경기도 안산시 단원구 와동 811-22번지 1층 ,15251,37.3420829,126.8185741,운동화전문세탁업,183857.667221984    ,426696.951196908    ,운동화전문세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,1,,,1,0,N
안산시,19950504,탑크리닝,,폐업,폐업,20070711,,,,409-3464,.00,경기도 안산시 상록구 도매시장로2길 6-8 (이동),경기도 안산시 상록구 이동 535-9번지 ,15508,37.3116764,126.8596869,일반세탁업,187495.41038687     ,423315.426911271    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
안산시,20150504,탑크린,,영업/정상,영업,,,,,031 419 1999,183.00,"경기도 안산시 상록구 양지마을길 23, 1층 (사사동)",경기도 안산시 상록구 사사동 407-2번지 ,15524,37.2958200,126.9172581,일반세탁업,192597.488694552    ,421549.72289767     ,일반세탁업,1,0,1,0,0,0,0,0,0,N,0,,,,,2,0,0,2,0,N
